Word	POS	NEG
alarm	830	247
alarm	830	0
night	134	0
flight	5	0
can	296	0
the	3144	0
low	22	15
and	1484	0
every	38	19
find	122	0
day	85	30
unreliable	1	1
display	151	0
light	263	0
not	680	354
measure	7	0
love	166	0
specific	2	0
talk	4	1
easy	241	0
more	117	3
average	1	2
setting	73	0
the	3144	1441
bed	59	0
alarm	830	0
vouch	0	1
home	29	0
really	106	0
the	3144	1584
but	349	28
white	14	16
stick	9	2
adorable	3	1
have	946	169
ago	24	0
fresh	0	2
use	278	0
college	8	1
alarm	830	0
this	845	0
difficulty	3	0
unsympathetic	0	1
clock	1098	0
like	247	0
minute	90	14
automatically	26	3
only	186	0
hand	39	0
use	278	0
sound	249	128
rip	1	3
course	8	0
courteous	1	0
like	247	43
brookstone	7	3
this	845	283
with	392	129
but	349	0
which	145	0
wife	22	0
colorado	9	0
unable	5	0
time	500	0
skill	1	0
the	3144	0
about	121	64
charm	6	0
have	946	149
sound	249	69
look	133	28
feed	0	1
out	146	22
alarm	830	150
scare	7	0
rrb	335	0
the	3144	1170
hour	54	28
set	282	0
the	3144	977
and	1484	540
the	3144	0
whooshing	1	0
you	682	0
want	111	0
the	3144	1527
reason	17	0
willing	3	1
fumble	8	0
out	146	70
simple	63	0
clock	1098	0
find	122	0
for	807	0
get	222	0
any	61	4
what	124	0
have	946	0
break	15	7
best	49	0
first	56	0
clock	1098	0
music	6	0
day	85	71
ahhhhhhhhhhhhhh	1	0
house	23	0
like	247	0
when	235	0
than	108	46
time	500	0
rrb	335	0
one	315	0
other	130	0
and	1484	0
the	3144	730
change	69	17
use	278	0
want	111	16
face	41	5
you	682	127
that	642	0
battery	180	0
throughout	6	0
lrb	291	30
than	108	0
the	3144	1394
more	117	0
have	946	0
can	296	41
include	23	0
audible	2	1
ocean	11	0
rrb	335	39
with	392	0
such	15	1
the	3144	0
like	247	0
drop	10	0
correct	28	0
plug	37	8
wake	237	0
have	946	365
this	845	73
this	845	0
clock	1098	0
have	946	0
you	682	0
time	500	225
with	392	0
the	3144	1620
child	12	0
tiny	11	4
darth	22	0
adequate	5	0
the	3144	0
you	682	0
happy	37	0
need	124	0
digit	9	0
turn	111	0
power	75	0
purchase	85	20
set	282	0
wake	237	0
button	166	0
tire	4	0
oft	0	1
yes	15	0
when	235	0
use	278	50
glowing	2	0
only	186	0
then	57	16
snooze	121	0
high	20	0
employment	1	0
this	845	0
radio	99	28
complaint	22	5
kiss	1	0
one	315	0
alarm	830	0
lrb	291	80
with	392	0
clock	1098	322
thing	69	0
need	124	0
not	680	0
have	946	345
have	946	0
time	500	223
wake	237	0
little	122	0
push	29	0
and	1484	0
control	45	0
volume	55	17
tight	1	2
combination	5	1
the	3144	0
temperature	20	0
really	106	27
note	11	0
and	1484	0
reccommend	1	0
nice	71	13
rrb	335	33
much	73	19
disappointment	4	0
too	119	35
far	50	0
after	82	0
about	121	53
aside	1	0
the	3144	0
clock	1098	0
for	807	0
this	845	212
the	3144	1350
the	3144	0
the	3144	1318
worried	1	0
head	22	0
need	124	17
they	178	0
the	3144	0
power	75	2
setup	11	0
few	51	1
time	500	230
have	946	0
simple	63	0
give	58	1
physical	1	0
people	32	0
one	315	11
have	946	0
over	63	11
conversational	1	0
product	86	15
wake	237	0
not	680	0
room	90	0
but	349	178
one	315	0
several	33	4
night	134	0
sound	249	38
subsequent	1	1
set	282	0
set	282	0
one	315	0
that	642	310
inconvenient	1	0
she	147	6
one	315	0
but	349	72
would	206	17
shocking	0	1
another	66	0
less	23	1
time	500	185
and	1484	0
the	3144	0
habitual	1	0
with	392	0
and	1484	156
few	51	32
love	166	0
the	3144	695
down	45	15
projection	10	0
the	3144	0
like	247	0
clock	1098	40
clock	1098	293
clock	1098	459
the	3144	458
new	39	25
they	178	0
backup	26	0
the	3144	0
unplug	6	1
time	500	93
inadvertantly	0	1
while	39	16
the	3144	1533
neat	7	0
use	278	0
any	61	13
the	3144	0
snooze	121	23
sensor	2	2
observe	1	0
vibrate	17	0
own	29	0
that	642	294
that	642	234
and	1484	0
this	845	0
very	273	0
atomic	39	0
understand	12	2
love	166	0
great	204	0
because	76	7
large	67	0
the	3144	439
example	6	7
and	1484	0
before	35	0
what	124	0
alarm	830	0
this	845	0
advise	2	3
two	77	23
produce	3	0
review	48	32
love	166	0
and	1484	0
change	69	0
and	1484	0
purchase	85	25
own	29	4
the	3144	0
softer	2	0
use	278	66
feature	117	25
eye	20	0
enjoy	15	1
try	39	7
without	52	19
time	500	0
sound	249	43
anything	17	0
enough	98	0
ocean	11	0
wake	237	0
time	500	0
which	145	0
accuracy	0	1
let	17	0
faster	5	1
clock	1098	0
like	247	5
work	206	137
able	31	0
clock	1098	0
asleep	0	5
like	247	4
have	946	1
close	18	0
scanner	3	0
great	204	0
longer	17	2
light	263	0
protect	4	0
that	642	298
with	392	60
have	946	0
you	682	0
shack	1	0
get	222	0
the	3144	1015
bedside	22	0
quite	26	0
angry	2	0
light	263	134
need	124	0
the	3144	448
one	315	53
nice	71	10
just	183	0
clock	1098	0
travel	131	0
the	3144	1189
tough	4	1
and	1484	0
start	30	0
defective	0	12
respect	1	0
still	69	8
its	81	0
this	845	0
its	81	0
motel	2	0
feature	117	23
the	3144	0
lowest	6	7
weekday	2	0
configuration	2	0
the	3144	0
lego	19	0
the	3144	0
engineer	3	0
and	1484	0
the	3144	1418
really	106	55
pillow	12	2
this	845	128
change	69	0
product	86	75
especially	25	0
battery	180	24
other	130	0
tune	9	2
find	122	0
happily	2	1
would	206	141
unseen	1	0
alarm	830	172
current	8	0
through	42	0
amazon	31	19
good	161	0
one	315	0
sound	249	61
display	151	4
set	282	0
after	82	37
color	40	0
how	51	0
year	146	30
plastic	24	12
hearing	9	3
with	392	45
the	3144	1178
make	153	0
that	642	25
because	76	0
clock	1098	0
small	93	0
many	46	0
clock	1098	0
well	106	0
the	3144	222
with	392	0
distraction	2	1
grandmother	4	0
time	500	0
the	3144	141
ear	6	7
absolutley	3	0
clock	1098	289
since	53	0
from	136	0
become	13	0
part	20	0
put	45	0
the	3144	0
love	166	0
for	807	104
clock	1098	0
store	17	0
unaided	1	0
display	151	0
you	682	0
could	72	0
camp	2	0
color	40	0
meanie	1	0
snooze	121	26
this	845	0
the	3144	452
that	642	0
press	39	19
alarm	830	0
the	3144	0
but	349	41
not	680	340
tiltable	1	0
alarm	830	0
that	642	0
and	1484	14
have	946	213
there	117	0
cheaper	5	2
they	178	0
what	124	0
and	1484	0
clock	1098	0
into	18	4
love	166	0
kind	14	2
clock	1098	437
for	807	71
any	61	0
one	315	0
clock	1098	0
follow	8	0
have	946	370
want	111	22
some	74	0
have	946	95
snooze	121	0
only	186	0
you	682	235
lrb	291	0
not	680	36
utilize	0	1
the	3144	1311
the	3144	0
you	682	175
alarm	830	249
enable	2	1
decide	10	6
all	157	0
work	206	130
alarm	830	0
ever	24	11
describe	10	1
all	157	12
become	13	0
for	807	0
this	845	0
the	3144	0
not	680	0
clock	1098	0
time	500	42
still	69	0
people	32	0
loved	1	0
rrb	335	0
the	3144	737
alarm	830	227
after	82	29
easy	241	0
the	3144	1196
too	119	0
itself	36	13
this	845	280
with	392	0
with	392	134
understand	12	0
alarm	830	205
all	157	0
much	73	0
great	204	0
the	3144	1087
room	90	0
alarm	830	0
you	682	168
scramble	1	1
could	72	0
system	7	0
give	58	6
activate	16	0
watt	0	2
that	642	259
really	106	19
for	807	25
you	682	0
the	3144	1592
lrb	291	0
send	8	18
rrb	335	0
sweep	2	1
example	0	3
fairly	10	2
alarm	830	0
press	39	6
the	3144	0
girl	6	0
alarm	830	201
floor	5	2
have	946	0
guess	9	13
light	263	153
and	1484	0
but	349	0
they	178	0
only	186	0
imagine	6	1
not	680	446
earlier	5	1
state	8	2
have	946	17
review	48	0
because	76	55
very	273	0
waste	0	16
embarrassment	0	1
have	946	261
travel	131	0
include	23	0
that	642	0
enjoy	15	0
for	807	0
email	1	0
like	247	54
than	108	45
easily	54	2
expensive	16	0
recycle	0	1
time	500	0
for	807	0
and	1484	55
seem	41	0
the	3144	1396
reviewer	22	0
design	36	6
perfect	69	0
information	3	0
innacurate	0	1
show	27	0
ever	24	0
who	86	0
this	845	45
set	282	0
set	282	0
think	68	14
viewer	2	0
room	90	0
digital	43	0
issue	15	5
and	1484	117
change	69	15
clock	1098	0
mark	1	0
this	845	0
reliable	18	0
switch	47	0
lightweight	16	0
new	39	19
for	807	296
right	50	6
right	50	11
but	349	163
the	3144	1020
home	29	3
get	222	98
know	49	0
what	124	28
have	946	248
volume	55	16
the	3144	1578
guarantee	2	0
line	0	1
another	66	24
find	122	0
push	29	0
easy	241	0
the	3144	0
purchase	85	6
otherwise	14	0
read	121	0
time	500	6
which	145	0
direct	3	0
readable	13	0
time	500	56
flash	32	0
hand	39	7
before	35	0
have	946	0
get	222	0
easily	54	0
knowledge	1	0
alarm	830	157
and	1484	123
read	121	23
day	85	21
display	151	0
agree	9	0
not	680	42
lower	7	2
reviewer	22	0
clock	1098	202
amazon	31	37
clock	1098	0
elgin	18	11
have	946	0
two	77	0
have	946	0
multi	3	0
would	206	37
time	500	120
advertise	12	0
for	807	0
this	845	239
have	946	0
meanwhile	0	1
same	34	21
day	85	0
the	3144	1486
able	31	6
would	206	146
way	40	21
right	50	9
cover	19	0
hold	17	0
light	263	9
you	682	161
the	3144	0
out	146	14
complaint	22	0
this	845	185
expect	24	7
those	29	1
high	20	0
use	278	25
tape	14	0
keep	71	31
they	178	20
course	8	0
room	90	0
that	642	0
about	121	41
replacement	15	8
long	32	0
the	3144	543
circuit	3	0
month	39	17
ship	6	3
power	75	7
about	121	50
large	67	9
will	121	54
read	121	0
hour	54	5
clock	1098	0
talk	4	4
clock	1098	331
the	3144	455
the	3144	1600
wristwatch	3	1
and	1484	0
have	946	0
display	151	5
love	166	7
hand	39	14
upon	4	0
they	178	0
setting	73	31
you	682	77
love	166	0
sock	1	0
horribly	3	0
the	3144	250
these	55	0
wife	22	0
hour	54	0
for	807	193
allow	16	0
automatic	3	3
this	845	326
set	282	0
and	1484	389
and	1484	386
that	642	74
lrb	291	0
you	682	186
day	85	17
other	130	28
cheap	0	27
that	642	84
sure	35	1
choice	8	6
crackly	0	1
some	74	13
bought	4	0
like	247	21
stand	36	0
thing	69	0
sleeper	47	0
bird	14	3
review	48	22
but	349	0
they	178	46
sound	249	0
pillow	12	0
receive	28	26
very	273	0
one	315	49
function	36	0
the	3144	0
buttom	1	0
you	682	0
child	12	0
enough	98	0
bother	12	7
bright	85	0
timer	13	0
but	349	84
purpose	13	0
she	147	0
option	24	0
the	3144	607
you	682	0
rrb	335	0
and	1484	0
coby	0	8
feature	117	36
pretty	32	10
larger	11	0
for	807	150
insistant	1	0
have	946	334
attractive	10	0
not	680	478
continuous	2	1
aweek	1	0
the	3144	0
hand	39	0
weird	4	0
night	134	49
basic	7	0
expensive	16	0
what	124	0
wake	237	0
very	273	11
love	166	0
ship	6	0
can	296	0
face	41	4
lovely	6	1
because	76	38
know	49	9
back	98	0
for	807	0
blue	21	0
most	41	0
dedicate	2	0
really	106	0
and	1484	0
easy	241	0
nice	71	0
bright	85	31
this	845	0
product	86	65
this	845	360
cheap	0	27
turn	111	0
will	121	0
alarm	830	242
replacing	0	1
cordless	2	3
intensity	0	1
off	188	0
clock	1098	483
sleep	116	8
room	90	0
get	222	0
set	282	51
few	51	26
you	682	0
bedroom	20	0
buy	167	62
scratch	0	1
off	188	52
more	117	26
solve	5	0
also	127	0
need	124	8
radio	99	0
but	349	212
simple	63	0
easy	241	0
close	18	0
not	680	364
just	183	35
wire	8	0
chirp	5	0
fine	46	16
which	145	0
vader	19	0
you	682	0
still	69	0
time	500	0
you	682	128
far	50	0
for	807	0
streaming	1	0
that	642	0
weeny	0	1
this	845	344
she	147	0
normal	12	0
colby	0	2
trooper	8	0
some	74	0
two	77	0
volume	55	0
the	3144	688
and	1484	0
indiglo	11	6
but	349	82
operate	19	0
buy	167	0
true	7	0
very	273	0
worry	19	0
clock	1098	0
that	642	0
make	153	13
forget	15	0
now	78	5
time	500	116
use	278	0
rrb	335	76
and	1484	0
backlight	22	12
tired	4	0
and	1484	0
display	151	0
button	166	0
can	296	0
and	1484	0
and	1484	0
label	5	2
siren	2	0
lrb	291	63
with	392	58
rrb	335	0
durable	12	0
the	3144	0
for	807	0
have	946	25
little	122	0
two	77	0
distance	13	0
battery	180	0
consider	12	0
and	1484	168
but	349	25
rrb	335	0
satellite	3	0
the	3144	413
fine	46	5
bed	59	0
lrb	291	26
pretty	32	3
one	315	0
vibrate	17	0
sit	19	5
they	178	0
even	88	30
perfect	69	5
especially	25	0
bit	39	0
for	807	0
the	3144	0
understand	12	0
would	206	101
dim	24	0
well	106	0
some	74	0
who	86	0
unplug	6	0
all	157	36
not	680	457
need	124	0
light	263	131
which	145	14
lrb	291	9
for	807	0
than	108	0
quickly	15	0
this	845	0
okay	5	2
light	263	146
expect	24	0
change	69	0
this	845	330
alarm	830	70
say	76	0
year	146	0
the	3144	0
good	161	26
program	13	0
like	247	0
the	3144	1352
reviewer	22	0
not	680	232
attic	1	0
battery	180	0
alarm	830	20
player	0	7
control	45	0
the	3144	0
every	38	0
check	21	3
use	278	27
mind	9	0
time	500	0
definitely	23	1
access	8	0
exception	2	0
read	121	16
for	807	0
night	134	0
day	85	5
word	1	4
cheap	23	44
make	153	0
gifted	1	0
adjust	32	0
battery	180	45
again	44	22
price	67	0
define	1	0
happy	37	0
cheaply	0	10
sturdy	12	0
avertised	1	0
the	3144	279
taste	1	1
currently	5	0
read	121	18
ipod	4	0
night	134	7
bit	39	7
happy	37	3
and	1484	0
kids	1	0
would	206	0
now	78	6
wait	9	3
check	21	6
pillow	12	3
clock	1098	0
the	3144	673
sailor	1	0
product	86	44
bright	85	20
can	296	0
the	3144	77
and	1484	348
past	16	0
while	39	0
disappointed	3	9
zone	25	0
with	392	115
clock	1098	0
the	3144	0
love	166	0
fine	46	3
addition	6	7
for	807	0
alarm	830	16
except	0	1
doesn	0	1
natural	6	0
the	3144	0
salmon	1	1
take	71	0
make	153	0
have	946	0
love	166	0
you	682	0
product	86	0
light	263	133
the	3144	639
little	122	0
sorry	0	4
side	30	3
describe	10	3
give	58	0
another	66	0
setting	73	32
not	680	310
you	682	102
battery	180	0
not	680	16
feature	117	0
one	315	0
asleep	15	8
rrb	335	0
with	392	0
display	151	0
the	3144	686
will	121	7
noise	32	8
nothing	16	0
problem	72	40
also	127	44
love	166	0
use	278	61
all	157	56
quite	26	0
see	144	0
backup	26	0
com	0	1
favorite	14	0
the	3144	1503
while	39	2
night	134	41
impossible	5	3
new	39	28
clock	1098	0
you	682	0
awake	18	0
the	3144	594
look	133	51
elgin	18	8
get	222	0
second	0	3
early	11	0
like	247	0
clock	1098	0
you	682	218
amount	5	2
friend	19	0
the	3144	0
she	147	0
find	122	37
the	3144	489
take	71	0
and	1484	0
you	682	92
jack	0	8
adjust	32	0
note	11	3
time	500	0
size	47	0
big	48	4
flashy	1	0
light	263	23
and	1484	433
etc	25	0
little	122	0
impression	1	0
think	68	7
the	3144	0
pink	18	0
fall	17	7
wave	3	2
class	7	0
great	204	0
not	680	44
purpose	13	6
seem	41	32
have	946	0
and	1484	0
work	206	158
alarm	830	0
back	98	18
who	86	0
very	273	0
draw	4	0
the	3144	1608
the	3144	0
one	315	0
you	682	0
minor	6	0
the	3144	1285
you	682	7
specifically	0	3
like	247	0
they	178	0
die	14	6
set	282	0
sleep	116	7
woody	3	0
yet	29	0
clear	24	0
the	3144	0
look	133	70
off	188	0
suppress	0	1
about	121	42
but	349	0
problem	72	15
the	3144	829
favorite	14	0
literally	6	0
holder	4	0
annoy	10	1
instruction	30	0
one	315	0
rule	5	0
not	680	56
help	24	0
with	392	0
star	64	0
clock	1098	0
vibration	11	0
big	48	0
the	3144	0
would	206	112
lrb	291	0
face	41	29
standard	11	3
hour	54	37
much	73	0
bus	1	1
for	807	0
way	40	37
bedroom	20	3
shape	6	0
remember	8	0
she	147	0
not	680	300
very	273	14
have	946	0
what	124	0
preset	8	0
brief	1	5
this	845	0
local	6	1
the	3144	1257
least	0	6
too	119	0
time	500	0
jolt	2	0
definitely	23	0
book	2	1
you	682	0
the	3144	0
sound	249	64
see	144	0
very	273	0
you	682	0
the	3144	886
certainly	0	3
near	7	0
easy	241	6
radio	99	25
saber	1	0
congress	0	1
clock	1098	0
weight	0	5
the	3144	0
cheap	23	30
show	27	7
other	130	0
battery	180	0
the	3144	0
and	1484	0
the	3144	188
haha	3	0
cheap	0	27
make	153	60
thank	4	1
base	14	0
reliable	18	0
dry	3	0
with	392	139
hope	15	9
not	680	33
thing	69	0
soleil	5	4
drawback	6	2
see	144	0
that	642	248
for	807	0
minute	90	45
problem	72	1
the	3144	0
darth	22	0
time	500	0
would	206	0
auto	3	3
the	3144	0
fail	9	1
and	1484	503
another	66	6
get	222	0
when	235	0
have	946	80
claim	3	1
unique	6	0
work	206	0
will	121	0
year	146	11
clock	1098	0
plug	37	0
pay	0	14
very	273	0
extension	3	0
not	680	0
there	117	6
vader	19	0
junk	0	24
very	273	0
other	130	0
have	946	246
downside	7	0
malfunction	1	1
music	6	0
light	263	65
the	3144	1312
basics	2	0
come	58	0
best	49	6
after	82	0
could	72	2
think	68	0
the	3144	1676
that	642	0
sound	249	26
make	153	64
avoid	0	4
place	17	7
with	392	0
set	282	43
the	3144	255
push	29	0
rate	6	2
recognize	0	1
more	117	6
jiggle	0	1
wall	15	0
say	76	0
darth	22	0
set	282	0
need	124	36
that	642	249
and	1484	3
with	392	0
since	53	0
and	1484	0
together	2	3
able	31	0
she	147	0
not	680	0
ensure	1	0
alarm	830	213
get	222	37
you	682	0
randomly	0	3
and	1484	0
ways	0	1
from	136	23
travel	131	0
put	45	10
you	682	0
describe	10	0
vibrate	17	2
quickly	15	0
nonsense	2	0
gain	6	6
with	392	0
clock	1098	0
like	247	0
close	18	0
recieve	2	4
put	45	20
day	85	4
those	29	0
choose	24	0
concept	0	6
available	11	0
the	3144	696
only	186	31
not	680	188
therefore	4	1
the	3144	1025
the	3144	555
and	1484	0
die	14	5
alarm	830	0
work	206	149
back	98	10
and	1484	403
too	119	0
land	1	0
level	0	3
and	1484	0
mistake	6	2
this	845	0
hear	43	13
you	682	0
wake	237	0
button	166	67
succeed	2	0
gala	1	0
etc	25	0
really	106	37
leave	23	0
date	19	6
seem	41	31
storm	9	0
give	58	0
clip	0	6
have	946	53
clock	1098	0
digital	43	15
light	263	0
milton	1	0
few	51	18
buy	167	11
help	24	0
enough	98	0
wake	237	0
clock	1098	0
these	55	10
white	14	13
you	682	167
when	235	0
many	46	0
show	27	0
paris	1	0
wake	237	0
assessment	0	1
eyesight	3	0
two	77	0
just	183	0
and	1484	0
and	1484	0
the	3144	0
cut	9	0
lrb	291	110
place	17	3
time	500	0
sound	249	0
player	0	7
end	18	0
quick	6	0
far	50	0
natural	6	1
wait	9	0
hold	17	4
clock	1098	0
take	71	0
responsibility	3	0
about	121	0
the	3144	957
for	807	0
time	500	187
and	1484	543
accurate	24	0
with	392	0
time	500	0
very	273	79
have	946	137
mistake	6	6
daylight	15	0
travel	131	0
the	3144	0
recommend	69	0
like	247	0
alarm	830	0
opposite	1	2
mode	8	10
alarm	830	243
kind	14	0
like	247	16
time	500	208
amazing	9	0
intuitive	7	0
storm	9	0
great	204	0
plant	1	0
poor	0	15
that	642	242
clock	1098	58
color	40	0
number	84	0
not	680	0
for	807	0
and	1484	477
bulb	3	4
work	206	25
other	130	29
because	76	0
continuous	2	0
nope	0	3
the	3144	0
year	146	0
notice	9	8
light	263	89
all	157	3
drum	0	1
but	349	23
than	108	0
the	3144	0
almost	20	8
out	146	4
bedside	22	0
one	315	120
issue	15	8
con	15	0
and	1484	35
and	1484	0
soft	18	6
difference	5	2
they	178	0
topple	1	0
this	845	62
disappear	1	0
alarm	830	79
and	1484	0
minute	90	50
small	93	0
and	1484	0
give	58	0
manually	10	0
have	946	319
like	247	57
easy	241	0
web	4	1
out	146	0
adjust	32	0
that	642	0
most	41	0
low	22	0
review	48	35
and	1484	0
great	204	0
easily	54	5
absolutely	10	7
receive	28	27
what	124	0
time	500	68
finger	2	1
promise	3	0
would	206	116
friend	19	0
satisfaction	1	0
and	1484	484
reviewer	22	0
push	29	6
external	0	3
with	392	125
length	5	0
from	136	55
say	76	15
wife	22	5
and	1484	222
read	121	0
and	1484	0
and	1484	184
enough	98	0
but	349	149
glithe	0	1
positive	0	4
shut	11	1
take	71	0
recommend	69	0
sleep	116	0
alarm	830	0
for	807	0
sound	249	91
have	946	0
have	946	247
and	1484	346
any	61	0
very	273	0
set	282	0
cool	30	0
clear	24	7
this	845	179
love	166	0
the	3144	0
segment	2	1
quite	26	0
illuminating	1	0
and	1484	0
the	3144	1281
time	500	0
there	117	38
durable	12	0
clock	1098	250
somewhere	3	0
sleep	116	0
find	122	27
coffee	2	0
welcome	2	0
time	500	13
enough	98	0
clock	1098	434
night	134	0
two	77	32
model	24	9
stuff	6	0
buy	167	0
have	946	0
with	392	0
husband	29	0
not	680	509
offer	6	0
the	3144	0
when	235	0
current	8	0
hold	17	0
off	188	0
later	12	8
screwdriver	4	0
loud	108	35
thing	69	38
good	161	0
light	263	0
for	807	96
board	2	1
travel	131	0
clock	1098	169
very	273	0
rrb	335	0
start	30	6
like	247	0
that	642	0
not	680	251
one	315	0
table	13	2
out	146	0
recommend	69	7
battery	180	77
identiflyer	1	0
loathe	0	1
way	40	19
nice	71	0
after	82	12
everytime	2	0
perfect	69	0
best	49	0
quickly	15	0
for	807	0
day	85	42
keep	71	33
disappointing	4	5
easy	241	0
this	845	0
interestingly	0	1
alarm	830	231
able	31	0
inadvertently	5	0
not	680	387
dark	71	0
this	845	0
clock	1098	450
just	183	0
more	117	0
need	124	31
during	18	0
lovely	6	0
feng	1	0
peaceful	4	0
price	67	0
think	68	3
not	680	190
when	235	0
child	12	0
with	392	0
only	186	0
not	680	326
weak	3	5
this	845	176
visually	2	0
the	3144	0
easy	241	0
the	3144	0
rather	12	4
easy	241	0
the	3144	0
soother	0	12
understand	12	3
travel	131	0
read	121	10
you	682	230
try	39	6
would	206	0
dispenser	0	1
and	1484	526
screen	16	5
would	206	0
but	349	228
shutoff	1	0
easy	241	0
cst	1	0
everyone	9	0
out	146	18
travel	131	0
much	73	0
have	946	23
and	1484	157
and	1484	0
the	3144	827
enjoyable	2	0
need	124	0
face	41	28
the	3144	1349
for	807	0
stable	4	0
nightstand	13	3
turn	111	0
the	3144	288
include	23	0
high	20	0
little	122	0
bend	1	1
can	296	0
like	247	0
blare	3	0
time	500	145
set	282	0
richer	1	0
get	222	103
red	30	0
number	84	29
pattern	0	2
some	74	0
love	166	0
positive	0	4
the	3144	773
here	16	3
first	56	34
fantastic	13	0
look	133	39
chime	18	0
knife	1	0
the	3144	0
remember	8	0
dark	71	31
all	157	0
better	41	0
they	178	66
same	34	18
that	642	112
assortment	1	0
bar	8	2
not	680	447
light	263	81
more	117	4
rrb	335	25
clock	1098	218
know	49	0
fine	46	6
enough	98	11
celsius	2	0
mistake	6	3
have	946	35
for	807	11
one	315	0
every	38	1
have	946	0
alarm	830	169
haha	3	0
rrb	335	123
there	117	16
war	11	0
option	24	0
wake	237	0
love	166	0
that	642	100
off	188	0
clock	1098	404
the	3144	734
and	1484	0
packing	4	0
off	188	0
evaluation	1	0
top	25	7
slide	13	0
need	124	0
buttons	2	0
okay	5	0
concerned	1	1
omg	0	1
sleeper	47	0
fahrenheit	1	0
change	69	0
too	119	0
clock	1098	433
one	315	0
other	130	0
sleep	116	0
the	3144	1630
across	27	0
money	0	13
the	3144	0
too	119	0
off	188	56
day	85	7
end	18	8
kinda	3	1
they	178	64
first	56	48
stupid	3	0
expensive	16	2
use	278	51
worst	2	7
actually	28	14
clock	1098	0
alarm	830	122
keep	71	0
time	500	0
the	3144	0
rrb	335	0
buzz	11	3
ten	4	2
travel	131	21
this	845	0
definitely	23	0
only	186	0
one	315	113
have	946	0
soothing	13	5
not	680	467
its	81	24
stick	9	0
which	145	0
fan	23	0
many	46	0
sleep	116	11
